"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00014846","SANDUSKY, OH US","2017-10-14","0.00","73","58"
"USW00014846","SANDUSKY, OH US","2017-10-15","0.01","77","54"
"USW00014846","SANDUSKY, OH US","2017-10-16","0.00","57","47"
"USW00014846","SANDUSKY, OH US","2017-10-17","0.00","68","45"
"USW00014846","SANDUSKY, OH US","2017-10-18","0.00","71","48"
"USW00014846","SANDUSKY, OH US","2017-10-19","0.00","73","52"
"USW00014846","SANDUSKY, OH US","2017-10-20","0.00","77","46"
"USW00014846","SANDUSKY, OH US","2017-10-21","0.00","77","52"
"USW00014846","SANDUSKY, OH US","2017-10-22","0.00","79","54"
"USW00014846","SANDUSKY, OH US","2017-10-23","0.38","68","55"
"USW00014846","SANDUSKY, OH US","2017-10-24","0.09","55","46"
"USW00014846","SANDUSKY, OH US","2017-10-25","0.00","52","41"
"USW00014846","SANDUSKY, OH US","2017-10-26","0.00","55","36"
"USW00014846","SANDUSKY, OH US","2017-10-27","0.33","66","41"
"USW00014846","SANDUSKY, OH US","2017-10-28","0.25","42","36"
"USW00014846","SANDUSKY, OH US","2017-10-29","0.00","46","37"
"USW00014846","SANDUSKY, OH US","2017-10-30","0.07","44","36"
"USW00014846","SANDUSKY, OH US","2017-10-31","0.00","42","36"
"USW00014846","SANDUSKY, OH US","2017-11-01","0.30","46","35"
"USW00014846","SANDUSKY, OH US","2017-11-02","0.32","66","45"
"USW00014846","SANDUSKY, OH US","2017-11-03","0.07","66","47"
"USW00014846","SANDUSKY, OH US","2017-11-04","0.00","60","44"
"USW00014846","SANDUSKY, OH US","2017-11-05","2.66","68","53"
"USW00014846","SANDUSKY, OH US","2017-11-06","0.15","53","44"
"USW00014846","SANDUSKY, OH US","2017-11-07","0.00","49","45"
"USW00014846","SANDUSKY, OH US","2017-11-08","0.00","47","35"
"USW00014846","SANDUSKY, OH US","2017-11-09","0.00","51","33"
"USW00014846","SANDUSKY, OH US","2017-11-10","0.00","34","26"
"USW00014846","SANDUSKY, OH US","2017-11-11","0.00","37","24"
"USW00014846","SANDUSKY, OH US","2017-11-12","0.23","44","31"
"USW00014846","SANDUSKY, OH US","2017-11-13","0.03","42","39"
"USW00014846","SANDUSKY, OH US","2017-11-14","0.00","47","37"
"USW00014846","SANDUSKY, OH US","2017-11-15","0.16","49","36"
"USW00014846","SANDUSKY, OH US","2017-11-16","0.00","48","39"
"USW00014846","SANDUSKY, OH US","2017-11-17","0.00","47","38"
"USW00014846","SANDUSKY, OH US","2017-11-18","2.22","55","37"
"USW00014846","SANDUSKY, OH US","2017-11-19","0.00","41","33"
"USW00014846","SANDUSKY, OH US","2017-11-20","0.00","46","30"
"USW00014846","SANDUSKY, OH US","2017-11-21","0.03","53","39"
"USW00014846","SANDUSKY, OH US","2017-11-22","0.00","39","28"
"USW00014846","SANDUSKY, OH US","2017-11-23","0.00","40","28"
"USW00014846","SANDUSKY, OH US","2017-11-24","0.00","54","33"
"USW00014846","SANDUSKY, OH US","2017-11-25","0.00","52","40"
"USW00014846","SANDUSKY, OH US","2017-11-26","0.00","44","31"
"USW00014846","SANDUSKY, OH US","2017-11-27","0.00","48","36"
"USW00014846","SANDUSKY, OH US","2017-11-28","0.00","65","48"
"USW00014846","SANDUSKY, OH US","2017-11-29","0.00","57","38"
"USW00014846","SANDUSKY, OH US","2017-11-30","0.09","52","36"
"USW00014846","SANDUSKY, OH US","2017-12-01","0.00","46","32"
"USW00014846","SANDUSKY, OH US","2017-12-02","0.00","50","33"
"USW00014846","SANDUSKY, OH US","2017-12-03","0.00","52","35"
"USW00014846","SANDUSKY, OH US","2017-12-04","0.06","59","38"
"USW00014846","SANDUSKY, OH US","2017-12-05","0.02","58","31"
"USW00014846","SANDUSKY, OH US","2017-12-06","0.00","41","29"
"USW00014846","SANDUSKY, OH US","2017-12-07","0.00","30","24"
"USW00014846","SANDUSKY, OH US","2017-12-08","0.00","32","20"
"USW00014846","SANDUSKY, OH US","2017-12-09","0.00","33","22"
"USW00014846","SANDUSKY, OH US","2017-12-10","0.00","31","24"
"USW00014846","SANDUSKY, OH US","2017-12-11","0.00","35","23"
"USW00014846","SANDUSKY, OH US","2017-12-12","0.00","36","19"
"USW00014846","SANDUSKY, OH US","2017-12-13","0.00","29","18"
"USW00014846","SANDUSKY, OH US","2017-12-14","0.02","29","10"
"USW00014846","SANDUSKY, OH US","2017-12-15","0.00","30","8"
"USW00014846","SANDUSKY, OH US","2017-12-16","0.04","42","30"
"USW00014846","SANDUSKY, OH US","2017-12-17","0.00","39","29"
"USW00014846","SANDUSKY, OH US","2017-12-18","0.01","45","38"
"USW00014846","SANDUSKY, OH US","2017-12-19","0.00","50","40"
"USW00014846","SANDUSKY, OH US","2017-12-20","0.00","40","30"
"USW00014846","SANDUSKY, OH US","2017-12-21","0.00","37","30"
"USW00014846","SANDUSKY, OH US","2017-12-22","0.07","37","35"
"USW00014846","SANDUSKY, OH US","2017-12-23","0.34","36","28"
"USW00014846","SANDUSKY, OH US","2017-12-24","0.02","32","23"
"USW00014846","SANDUSKY, OH US","2017-12-25","0.00","23","12"
"USW00014846","SANDUSKY, OH US","2017-12-26","0.00","14","7"
"USW00014846","SANDUSKY, OH US","2017-12-27","0.00","12","-1"
"USW00014846","SANDUSKY, OH US","2017-12-28","0.00","16","1"
"USW00014846","SANDUSKY, OH US","2017-12-29","0.00","19","14"
"USW00014846","SANDUSKY, OH US","2017-12-30","0.00","17","5"
"USW00014846","SANDUSKY, OH US","2017-12-31","0.00","15","2"
"USW00014846","SANDUSKY, OH US","2018-01-01","0.00","11","2"
"USW00014846","SANDUSKY, OH US","2018-01-02","0.00","8","1"
"USW00014846","SANDUSKY, OH US","2018-01-03","0.00","18","4"
"USW00014846","SANDUSKY, OH US","2018-01-04","0.00","18","5"
"USW00014846","SANDUSKY, OH US","2018-01-05","0.00","9","0"
"USW00014846","SANDUSKY, OH US","2018-01-06","0.00","11","-1"
"USW00014846","SANDUSKY, OH US","2018-01-07","0.00","32","3"
"USW00014846","SANDUSKY, OH US","2018-01-08","0.21","36","31"
"USW00014846","SANDUSKY, OH US","2018-01-09","0.00","33","28"
"USW00014846","SANDUSKY, OH US","2018-01-10","0.02","54","26"
"USW00014846","SANDUSKY, OH US","2018-01-11","0.15","60","54"
"USW00014846","SANDUSKY, OH US","2018-01-12","0.97","59","19"
"USW00014846","SANDUSKY, OH US","2018-01-13","0.03","20","15"
"USW00014846","SANDUSKY, OH US","2018-01-14","0.00","20","9"
"USW00014846","SANDUSKY, OH US","2018-01-15","0.00","26","12"
"USW00014846","SANDUSKY, OH US","2018-01-16","0.00","23","3"
"USW00014846","SANDUSKY, OH US","2018-01-17","0.00","19","3"
"USW00014846","SANDUSKY, OH US","2018-01-18","0.00","28","15"
"USW00014846","SANDUSKY, OH US","2018-01-19","0.01","36","25"
"USW00014846","SANDUSKY, OH US","2018-01-20","0.01","41","35"
"USW00014846","SANDUSKY, OH US","2018-01-21","0.02","45","38"
"USW00014846","SANDUSKY, OH US","2018-01-22","0.50","61","45"
"USW00014846","SANDUSKY, OH US","2018-01-23","0.01","47","31"
"USW00014846","SANDUSKY, OH US","2018-01-24","0.00","31","26"
"USW00014846","SANDUSKY, OH US","2018-01-25","0.00","36","26"
"USW00014846","SANDUSKY, OH US","2018-01-26","0.00","52","29"
"USW00014846","SANDUSKY, OH US","2018-01-27","0.12","50","38"
"USW00014846","SANDUSKY, OH US","2018-01-28","0.01","43","31"
"USW00014846","SANDUSKY, OH US","2018-01-29","0.00","33","20"
"USW00014846","SANDUSKY, OH US","2018-01-30","0.00","23","17"
"USW00014846","SANDUSKY, OH US","2018-01-31","0.00","43","20"
"USW00014846","SANDUSKY, OH US","2018-02-01","0.00","40","15"
"USW00014846","SANDUSKY, OH US","2018-02-02","0.00","19","13"
"USW00014846","SANDUSKY, OH US","2018-02-03","0.00","38","15"
"USW00014846","SANDUSKY, OH US","2018-02-04","0.11","39","18"
"USW00014846","SANDUSKY, OH US","2018-02-05","0.00","21","11"
"USW00014846","SANDUSKY, OH US","2018-02-06","0.03","22","17"
"USW00014846","SANDUSKY, OH US","2018-02-07","0.00","24","20"
"USW00014846","SANDUSKY, OH US","2018-02-08","0.00","22","13"
"USW00014846","SANDUSKY, OH US","2018-02-09","0.06","41","15"
"USW00014846","SANDUSKY, OH US","2018-02-10","0.00","30","24"
"USW00014846","SANDUSKY, OH US","2018-02-11","0.01","33","25"
"USW00014846","SANDUSKY, OH US","2018-02-12","0.00","28","19"
"USW00014846","SANDUSKY, OH US","2018-02-13","0.00","31","16"
"USW00014846","SANDUSKY, OH US","2018-02-14","0.00","45","30"
"USW00014846","SANDUSKY, OH US","2018-02-15","0.33","58","43"
"USW00014846","SANDUSKY, OH US","2018-02-16","0.01","43","30"
"USW00014846","SANDUSKY, OH US","2018-02-17","0.00","34","26"
"USW00014846","SANDUSKY, OH US","2018-02-18","0.02","43","32"
"USW00014846","SANDUSKY, OH US","2018-02-19","0.76","63","34"
"USW00014846","SANDUSKY, OH US","2018-02-20","0.15","72","63"
"USW00014846","SANDUSKY, OH US","2018-02-21","0.44","67","33"
"USW00014846","SANDUSKY, OH US","2018-02-22","0.12","35","32"
"USW00014846","SANDUSKY, OH US","2018-02-23","0.05","61","35"
"USW00014846","SANDUSKY, OH US","2018-02-24","0.28","46","36"
"USW00014846","SANDUSKY, OH US","2018-02-25","0.12","59","37"
"USW00014846","SANDUSKY, OH US","2018-02-26","0.00","51","34"
"USW00014846","SANDUSKY, OH US","2018-02-27","0.00","58","38"
"USW00014846","SANDUSKY, OH US","2018-02-28","0.00","60","39"
"USW00014846","SANDUSKY, OH US","2018-03-01","2.61","39","34"
"USW00014846","SANDUSKY, OH US","2018-03-02","0.05","37","30"
"USW00014846","SANDUSKY, OH US","2018-03-03","0.00","38","31"
"USW00014846","SANDUSKY, OH US","2018-03-04","0.00","37","31"
"USW00014846","SANDUSKY, OH US","2018-03-05","0.00","35","29"
"USW00014846","SANDUSKY, OH US","2018-03-06","0.04","41","34"
"USW00014846","SANDUSKY, OH US","2018-03-07","0.01","37","28"
"USW00014846","SANDUSKY, OH US","2018-03-08","0.00","31","24"
"USW00014846","SANDUSKY, OH US","2018-03-09","0.00","33","28"
"USW00014846","SANDUSKY, OH US","2018-03-10","0.00","36","23"
"USW00014846","SANDUSKY, OH US","2018-03-11","0.00","36","30"
"USW00014846","SANDUSKY, OH US","2018-03-12","0.00","35","29"
"USW00014846","SANDUSKY, OH US","2018-03-13","0.01","35","30"
"USW00014846","SANDUSKY, OH US","2018-03-14","0.00","38","26"
"USW00014846","SANDUSKY, OH US","2018-03-15","0.00","37","31"
"USW00014846","SANDUSKY, OH US","2018-03-16","0.00","34","24"
"USW00014846","SANDUSKY, OH US","2018-03-17","0.00","40","26"
"USW00014846","SANDUSKY, OH US","2018-03-18","0.00","57","27"
"USW00014846","SANDUSKY, OH US","2018-03-19","0.01","43","33"
"USW00014846","SANDUSKY, OH US","2018-03-20","0.00","35","31"
"USW00014846","SANDUSKY, OH US","2018-03-21","0.00","38","32"
"USW00014846","SANDUSKY, OH US","2018-03-22","0.00","43","31"
"USW00014846","SANDUSKY, OH US","2018-03-23","0.00","39","31"
"USW00014846","SANDUSKY, OH US","2018-03-24","0.00","37","30"
"USW00014846","SANDUSKY, OH US","2018-03-25","0.00","36","30"
"USW00014846","SANDUSKY, OH US","2018-03-26","0.00","55","35"
"USW00014846","SANDUSKY, OH US","2018-03-27","0.36","55","43"
"USW00014846","SANDUSKY, OH US","2018-03-28","0.03","49","38"
"USW00014846","SANDUSKY, OH US","2018-03-29","0.90","41","38"
"USW00014846","SANDUSKY, OH US","2018-03-30","0.05","41","34"
"USW00014846","SANDUSKY, OH US","2018-03-31","0.01","54","33"
"USW00014846","SANDUSKY, OH US","2018-04-01","0.01","44","34"
"USW00014846","SANDUSKY, OH US","2018-04-02","0.00","39","31"
"USW00014846","SANDUSKY, OH US","2018-04-03","0.53","62","38"
"USW00014846","SANDUSKY, OH US","2018-04-04","0.02","62","31"
"USW00014846","SANDUSKY, OH US","2018-04-05","0.00","43","29"
"USW00014846","SANDUSKY, OH US","2018-04-06","0.05","46","32"
"USW00014846","SANDUSKY, OH US","2018-04-07","0.00","37","29"
"USW00014846","SANDUSKY, OH US","2018-04-08","0.00","36","28"
"USW00014846","SANDUSKY, OH US","2018-04-09","0.00","37","30"
"USW00014846","SANDUSKY, OH US","2018-04-10","0.00","44","29"
"USW00014846","SANDUSKY, OH US","2018-04-11","0.00","62","33"
"USW00014846","SANDUSKY, OH US","2018-04-12","0.06","77","46"
"USW00014846","SANDUSKY, OH US","2018-04-13","0.00","57","41"
"USW00014846","SANDUSKY, OH US","2018-04-14","0.52","41","36"
"USW00014846","SANDUSKY, OH US","2018-04-15","1.22","43","35"
"USW00014846","SANDUSKY, OH US","2018-04-16","0.00","42","32"
"USW00014846","SANDUSKY, OH US","2018-04-17","0.01","37","30"
"USW00014846","SANDUSKY, OH US","2018-04-18","0.02","41","33"
"USW00014846","SANDUSKY, OH US","2018-04-19","0.08","50","34"
"USW00014846","SANDUSKY, OH US","2018-04-20","0.00","51","33"
"USW00014846","SANDUSKY, OH US","2018-04-21","0.00","46","32"
"USW00014846","SANDUSKY, OH US","2018-04-22","0.00","49","40"
"USW00014846","SANDUSKY, OH US","2018-04-23","0.02","61","43"
"USW00014846","SANDUSKY, OH US","2018-04-24","0.31","55","45"
"USW00014846","SANDUSKY, OH US","2018-04-25","0.08","55","42"
"USW00014846","SANDUSKY, OH US","2018-04-26","0.00","53","37"
"USW00014846","SANDUSKY, OH US","2018-04-27","0.01","68","45"
"USW00014846","SANDUSKY, OH US","2018-04-28","0.18","47","39"
"USW00014846","SANDUSKY, OH US","2018-04-29","0.00","54","39"
"USW00014846","SANDUSKY, OH US","2018-04-30","0.00","68","41"
"USW00014846","SANDUSKY, OH US","2018-05-01","0.00","82","53"
"USW00014846","SANDUSKY, OH US","2018-05-02","0.00","83","62"
"USW00014846","SANDUSKY, OH US","2018-05-03","0.88","76","63"
"USW00014846","SANDUSKY, OH US","2018-05-04","0.03","78","59"
"USW00014846","SANDUSKY, OH US","2018-05-05","0.00","75","54"
"USW00014846","SANDUSKY, OH US","2018-05-06","0.23","75","55"
"USW00014846","SANDUSKY, OH US","2018-05-07","0.00","57","51"
"USW00014846","SANDUSKY, OH US","2018-05-08","0.00","62","45"
"USW00014846","SANDUSKY, OH US","2018-05-09","0.00","84","54"
"USW00014846","SANDUSKY, OH US","2018-05-10","0.32","75","55"
"USW00014846","SANDUSKY, OH US","2018-05-11","0.00","55","45"
"USW00014846","SANDUSKY, OH US","2018-05-12","0.18","52","47"
"USW00014846","SANDUSKY, OH US","2018-05-13","0.78","55","48"
"USW00014846","SANDUSKY, OH US","2018-05-14","0.50","67","53"
"USW00014846","SANDUSKY, OH US","2018-05-15","0.20","73","56"
"USW00014846","SANDUSKY, OH US","2018-05-16","0.00","62","54"
"USW00014846","SANDUSKY, OH US","2018-05-17","0.00","71","56"
"USW00014846","SANDUSKY, OH US","2018-05-18","0.00","58","55"
"USW00014846","SANDUSKY, OH US","2018-05-19","0.33","79","58"
"USW00014846","SANDUSKY, OH US","2018-05-20","0.01","68","56"
"USW00014846","SANDUSKY, OH US","2018-05-21","0.23","60","54"
"USW00014846","SANDUSKY, OH US","2018-05-22","0.29","74","57"
"USW00014846","SANDUSKY, OH US","2018-05-23","0.00","75","59"
"USW00014846","SANDUSKY, OH US","2018-05-24","0.00","79","55"
"USW00014846","SANDUSKY, OH US","2018-05-25","0.00","87","60"
"USW00014846","SANDUSKY, OH US","2018-05-26","0.42","79","68"
"USW00014846","SANDUSKY, OH US","2018-05-27","0.00","80","66"
"USW00014846","SANDUSKY, OH US","2018-05-28","0.00","87","72"
"USW00014846","SANDUSKY, OH US","2018-05-29","0.00","83","71"
"USW00014846","SANDUSKY, OH US","2018-05-30","0.01","86","69"
"USW00014846","SANDUSKY, OH US","2018-05-31","0.10","88","74"
"USW00014846","SANDUSKY, OH US","2018-06-01","0.08","80","63"
"USW00014846","SANDUSKY, OH US","2018-06-02","0.00","65","61"
"USW00014846","SANDUSKY, OH US","2018-06-03","0.22","77","60"
"USW00014846","SANDUSKY, OH US","2018-06-04","0.12","73","62"
"USW00014846","SANDUSKY, OH US","2018-06-05","0.06","68","57"
"USW00014846","SANDUSKY, OH US","2018-06-06","0.00","65","55"
"USW00014846","SANDUSKY, OH US","2018-06-07","0.00","80","58"
"USW00014846","SANDUSKY, OH US","2018-06-08","0.00","72","66"
"USW00014846","SANDUSKY, OH US","2018-06-09","0.18","75","66"
"USW00014846","SANDUSKY, OH US","2018-06-10","0.91","71","64"
"USW00014846","SANDUSKY, OH US","2018-06-11","0.06","69","63"
"USW00014846","SANDUSKY, OH US","2018-06-12","0.27","77","62"
"USW00014846","SANDUSKY, OH US","2018-06-13","0.16","85","69"
"USW00014846","SANDUSKY, OH US","2018-06-14","0.00","81","60"
"USW00014846","SANDUSKY, OH US","2018-06-15","0.00","78","67"
"USW00014846","SANDUSKY, OH US","2018-06-16","0.00","83","68"
"USW00014846","SANDUSKY, OH US","2018-06-17","0.00","93","71"
"USW00014846","SANDUSKY, OH US","2018-06-18","0.00","94","75"
"USW00014846","SANDUSKY, OH US","2018-06-19","0.27","76","69"
"USW00014846","SANDUSKY, OH US","2018-06-20","0.00","72","66"
"USW00014846","SANDUSKY, OH US","2018-06-21","0.00","74","66"
"USW00014846","SANDUSKY, OH US","2018-06-22","0.02","72","68"
"USW00014846","SANDUSKY, OH US","2018-06-23","0.66","75","68"
"USW00014846","SANDUSKY, OH US","2018-06-24","0.00","75","67"
"USW00014846","SANDUSKY, OH US","2018-06-25","0.00","71","64"
"USW00014846","SANDUSKY, OH US","2018-06-26","0.01","75","63"
"USW00014846","SANDUSKY, OH US","2018-06-27","0.42","80","68"
"USW00014846","SANDUSKY, OH US","2018-06-28","0.00","83","69"
"USW00014846","SANDUSKY, OH US","2018-06-29","0.00","90","70"
"USW00014846","SANDUSKY, OH US","2018-06-30","0.00","94","74"
"USW00014846","SANDUSKY, OH US","2018-07-01","0.00","96","74"
"USW00014846","SANDUSKY, OH US","2018-07-02","0.00","87","78"
"USW00014846","SANDUSKY, OH US","2018-07-03","0.00","83","76"
"USW00014846","SANDUSKY, OH US","2018-07-04","0.00","90","75"
"USW00014846","SANDUSKY, OH US","2018-07-05","0.60","91","75"
"USW00014846","SANDUSKY, OH US","2018-07-06","0.08","81","68"
"USW00014846","SANDUSKY, OH US","2018-07-07","0.00","75","67"
"USW00014846","SANDUSKY, OH US","2018-07-08","0.00","80","61"
"USW00014846","SANDUSKY, OH US","2018-07-09","0.00","90","62"
"USW00014846","SANDUSKY, OH US","2018-07-10","0.00","82","71"
"USW00014846","SANDUSKY, OH US","2018-07-11","0.00","81","70"
"USW00014846","SANDUSKY, OH US","2018-07-12","0.00","81","64"
"USW00014846","SANDUSKY, OH US","2018-07-13","0.00","85","65"
"USW00014846","SANDUSKY, OH US","2018-07-14","0.00","88","72"
"USW00014846","SANDUSKY, OH US","2018-07-15","0.00","86","78"
"USW00014846","SANDUSKY, OH US","2018-07-16","0.00","90","74"
"USW00014846","SANDUSKY, OH US","2018-07-17","0.00","81","75"
"USW00014846","SANDUSKY, OH US","2018-07-18","0.00","78","67"
"USW00014846","SANDUSKY, OH US","2018-07-19","0.00","81","62"
"USW00014846","SANDUSKY, OH US","2018-07-20","0.06","82","68"
"USW00014846","SANDUSKY, OH US","2018-07-21","0.00","79","68"
"USW00014846","SANDUSKY, OH US","2018-07-22","0.11","73","67"
"USW00014846","SANDUSKY, OH US","2018-07-23","0.11","78","66"
"USW00014846","SANDUSKY, OH US","2018-07-24","0.00","81","68"
"USW00014846","SANDUSKY, OH US","2018-07-25","0.00","84","72"
"USW00014846","SANDUSKY, OH US","2018-07-26","0.24","86","66"
"USW00014846","SANDUSKY, OH US","2018-07-27","0.00","81","62"
"USW00014846","SANDUSKY, OH US","2018-07-28","0.00","78","61"
"USW00014846","SANDUSKY, OH US","2018-07-29","0.00","79","63"
"USW00014846","SANDUSKY, OH US","2018-07-30","0.00","76","67"
"USW00014846","SANDUSKY, OH US","2018-07-31","0.00","79","72"
"USW00014846","SANDUSKY, OH US","2018-08-01","0.00","76","68"
"USW00014846","SANDUSKY, OH US","2018-08-02","0.00","81","67"
"USW00014846","SANDUSKY, OH US","2018-08-03","0.00","85","68"
"USW00014846","SANDUSKY, OH US","2018-08-04","0.00","86","67"
"USW00014846","SANDUSKY, OH US","2018-08-05","0.00","92","72"
"USW00014846","SANDUSKY, OH US","2018-08-06","0.01","92","71"
"USW00014846","SANDUSKY, OH US","2018-08-07","1.23","81","69"
"USW00014846","SANDUSKY, OH US","2018-08-08","0.00","81","72"
"USW00014846","SANDUSKY, OH US","2018-08-09","0.00","85","68"
"USW00014846","SANDUSKY, OH US","2018-08-10","0.00","79","71"
"USW00014846","SANDUSKY, OH US","2018-08-11","0.00","80","66"
"USW00014846","SANDUSKY, OH US","2018-08-12","0.00","81","65"
"USW00014846","SANDUSKY, OH US","2018-08-13","0.00","81","70"
"USW00014846","SANDUSKY, OH US","2018-08-14","0.00","84","66"
"USW00014846","SANDUSKY, OH US","2018-08-15","0.00","87","70"
"USW00014846","SANDUSKY, OH US","2018-08-16","0.00","78","71"
"USW00014846","SANDUSKY, OH US","2018-08-17","2.15","80","68"
"USW00014846","SANDUSKY, OH US","2018-08-18","0.10","79","68"
"USW00014846","SANDUSKY, OH US","2018-08-19","0.00","77","65"
"USW00014846","SANDUSKY, OH US","2018-08-20","0.01","79","64"
"USW00014846","SANDUSKY, OH US","2018-08-21","0.84","79","69"
"USW00014846","SANDUSKY, OH US","2018-08-22","0.00","73","64"
"USW00014846","SANDUSKY, OH US","2018-08-23","0.00","79","59"
"USW00014846","SANDUSKY, OH US","2018-08-24","0.00","80","60"
"USW00014846","SANDUSKY, OH US","2018-08-25","0.22","79","69"
"USW00014846","SANDUSKY, OH US","2018-08-26","1.41","83","72"
"USW00014846","SANDUSKY, OH US","2018-08-27","0.00","90","75"
"USW00014846","SANDUSKY, OH US","2018-08-28","0.00","90","77"
"USW00014846","SANDUSKY, OH US","2018-08-29","0.15","88","74"
"USW00014846","SANDUSKY, OH US","2018-08-30","0.01","76","69"
"USW00014846","SANDUSKY, OH US","2018-08-31","0.00","77","64"
"USW00014846","SANDUSKY, OH US","2018-09-01","0.00","87","68"
"USW00014846","SANDUSKY, OH US","2018-09-02","0.00","90","72"
"USW00014846","SANDUSKY, OH US","2018-09-03","0.00","89","75"
"USW00014846","SANDUSKY, OH US","2018-09-04","0.00","89","72"
"USW00014846","SANDUSKY, OH US","2018-09-05","0.02","93","76"
"USW00014846","SANDUSKY, OH US","2018-09-06","0.10","79","71"
"USW00014846","SANDUSKY, OH US","2018-09-07","0.01","74","69"
"USW00014846","SANDUSKY, OH US","2018-09-08","0.21","71","63"
"USW00014846","SANDUSKY, OH US","2018-09-09","0.92","64","60"
"USW00014846","SANDUSKY, OH US","2018-09-10","0.22","65","60"
"USW00014846","SANDUSKY, OH US","2018-09-11","0.00","71","60"
"USW00014846","SANDUSKY, OH US","2018-09-12","0.00","73","60"
"USW00014846","SANDUSKY, OH US","2018-09-13","0.00","76","69"
"USW00014846","SANDUSKY, OH US","2018-09-14","0.00","76","70"
"USW00014846","SANDUSKY, OH US","2018-09-15","0.01","79","70"
"USW00014846","SANDUSKY, OH US","2018-09-16","0.01","79","70"
"USW00014846","SANDUSKY, OH US","2018-09-17","0.00","78","70"
"USW00014846","SANDUSKY, OH US","2018-09-18","0.01","87","66"
"USW00014846","SANDUSKY, OH US","2018-09-19","0.10","74","64"
"USW00014846","SANDUSKY, OH US","2018-09-20","0.00","81","63"
"USW00014846","SANDUSKY, OH US","2018-09-21","0.00","89","67"
"USW00014846","SANDUSKY, OH US","2018-09-22","0.00","67","57"
"USW00014846","SANDUSKY, OH US","2018-09-23","0.00","68","52"
"USW00014846","SANDUSKY, OH US","2018-09-24","0.12","68","59"
"USW00014846","SANDUSKY, OH US","2018-09-25","0.22","76","66"
"USW00014846","SANDUSKY, OH US","2018-09-26","0.18","75","62"
"USW00014846","SANDUSKY, OH US","2018-09-27","0.00","65","52"
"USW00014846","SANDUSKY, OH US","2018-09-28","0.00","74","50"
"USW00014846","SANDUSKY, OH US","2018-09-29","0.00","62","53"
"USW00014846","SANDUSKY, OH US","2018-09-30","0.00","78","55"
"USW00014846","SANDUSKY, OH US","2018-10-01","0.00","77","63"
"USW00014846","SANDUSKY, OH US","2018-10-02","0.00","77","64"
"USW00014846","SANDUSKY, OH US","2018-10-03","0.00","86","60"
"USW00014846","SANDUSKY, OH US","2018-10-04","0.06","77","54"
"USW00014846","SANDUSKY, OH US","2018-10-05","0.07","63","51"
"USW00014846","SANDUSKY, OH US","2018-10-06","0.76","84","62"
"USW00014846","SANDUSKY, OH US","2018-10-07","0.23","68","54"
"USW00014846","SANDUSKY, OH US","2018-10-08","0.00","78","67"
"USW00014846","SANDUSKY, OH US","2018-10-09","0.00","87","70"
"USW00014846","SANDUSKY, OH US","2018-10-10","0.00","83","67"
"USW00014846","SANDUSKY, OH US","2018-10-11","0.00","72","50"
"USW00014846","SANDUSKY, OH US","2018-10-12","0.16","52","42"
"USW00014846","SANDUSKY, OH US","2018-10-13","0.10","53","40"
"USW00014846","SANDUSKY, OH US","2018-10-14","0.00","62","43"
"USW00014846","SANDUSKY, OH US","2018-10-15","0.02","55","41"
"USW00014846","SANDUSKY, OH US","2018-10-16","0.00","55","36"
"USW00014846","SANDUSKY, OH US","2018-10-17","0.00","53","43"
"USW00014846","SANDUSKY, OH US","2018-10-18","0.00","53","38"
"USW00014846","SANDUSKY, OH US","2018-10-19","0.00","58","40"
"USW00014846","SANDUSKY, OH US","2018-10-20","0.12","59","41"
"USW00014846","SANDUSKY, OH US","2018-10-21","0.00","46","38"
"USW00014846","SANDUSKY, OH US","2018-10-22","0.00","59","37"
"USW00014846","SANDUSKY, OH US","2018-10-23","0.00","53","44"
"USW00014846","SANDUSKY, OH US","2018-10-24","0.00","47","36"
"USW00014846","SANDUSKY, OH US","2018-10-25","0.00","50","32"
"USW00014846","SANDUSKY, OH US","2018-10-26","0.00","50","43"
"USW00014846","SANDUSKY, OH US","2018-10-27","0.33","48","45"
"USW00014846","SANDUSKY, OH US","2018-10-28","0.57","48","41"
"USW00014846","SANDUSKY, OH US","2018-10-29","0.00","51","42"
"USW00014846","SANDUSKY, OH US","2018-10-30","0.00","59","39"
"USW00014846","SANDUSKY, OH US","2018-10-31","0.09","62","51"
"USW00014846","SANDUSKY, OH US","2018-11-01","2.19","51","46"
"USW00014846","SANDUSKY, OH US","2018-11-02","0.39","48","44"
"USW00014846","SANDUSKY, OH US","2018-11-03","0.07","48","41"
"USW00014846","SANDUSKY, OH US","2018-11-04","0.01","53","41"
"USW00014846","SANDUSKY, OH US","2018-11-05","0.03","55","47"
"USW00014846","SANDUSKY, OH US","2018-11-06","0.06","56","48"
"USW00014846","SANDUSKY, OH US","2018-11-07","0.00","48","36"
"USW00014846","SANDUSKY, OH US","2018-11-08","0.00","41","37"
"USW00014846","SANDUSKY, OH US","2018-11-09","0.00","40","33"
"USW00014846","SANDUSKY, OH US","2018-11-10","0.00","33","22"
"USW00014846","SANDUSKY, OH US","2018-11-11","0.00","42","28"
"USW00014846","SANDUSKY, OH US","2018-11-12","0.00","39","30"
"USW00014846","SANDUSKY, OH US","2018-11-13","0.00","38","27"
"USW00014846","SANDUSKY, OH US","2018-11-14","0.00","33","23"
"USW00014846","SANDUSKY, OH US","2018-11-15","0.37","35","31"
"USW00014846","SANDUSKY, OH US","2018-11-16","0.02","38","33"
